Sample set for CW rotation start at Horizontal plane
Position, Epoch time ns, ISO8601
12253,1677420882895461993,2023-02-26T14:14:42.895461993Z
12253,1677420882911423699,2023-02-26T14:14:42.911423699Z
12253,1677420882927427794,2023-02-26T14:14:42.927427794Z
12253,1677420882959415475,2023-02-26T14:14:42.959415475Z
12253,1677420882975414142,2023-02-26T14:14:42.975414142Z
12253,1677420882991478853,2023-02-26T14:14:42.991478853Z
12252,1677420883007506872,2023-02-26T14:14:43.007506872Z
12253,1677420883039390618,2023-02-26T14:14:43.039390618Z
12253,1677420883055392728,2023-02-26T14:14:43.055392728Z
12254,1677420883071395129,2023-02-26T14:14:43.071395129Z
12254,1677420883087344728,2023-02-26T14:14:43.087344728Z
12254,1677420883119404832,2023-02-26T14:14:43.119404832Z
12253,1677420883135296446,2023-02-26T14:14:43.135296446Z
12254,1677420883151323375,2023-02-26T14:14:43.151323375Z
12253,1677420883167319418,2023-02-26T14:14:43.167319418Z
12265,1677420883199331959,2023-02-26T14:14:43.199331959Z
12285,1677420883215306113,2023-02-26T14:14:43.215306113Z
12320,1677420883231350509,2023-02-26T14:14:43.231350509Z
12376,1677420883247315092,2023-02-26T14:14:43.247315092Z
12447,1677420883279240954,2023-02-26T14:14:43.279240954Z
12533,1677420883295237498,2023-02-26T14:14:43.295237498Z
12638,1677420883311220043,2023-02-26T14:14:43.311220043Z
12762,1677420883327243510,2023-02-26T14:14:43.327243510Z
12907,1677420883359289252,2023-02-26T14:14:43.359289252Z
13063,1677420883375200809,2023-02-26T14:14:43.375200809Z
13240,1677420883391230291,2023-02-26T14:14:43.391230291Z
13429,1677420883407176494,2023-02-26T14:14:43.407176494Z
13635,1677420883439207056,2023-02-26T14:14:43.439207056Z
13858,1677420883455141249,2023-02-26T14:14:43.455141249Z
14097,1677420883471177139,2023-02-26T14:14:43.471177139Z
9,1677420883487141457,2023-02-26T14:14:43.487141457Z
120,1677420883507005195,2023-02-26T14:14:43.507005195Z
14606,1677420883527150762,2023-02-26T14:14:43.527150762Z
14877,1677420883547232424,2023-02-26T14:14:43.547232424Z
15161,1677420883567356998,2023-02-26T14:14:43.567356998Z
15449,1677420883587475993,2023-02-26T14:14:43.587475993Z
15740,1677420883607595319,2023-02-26T14:14:43.607595319Z
16041,1677420883627713502,2023-02-26T14:14:43.627713502Z
16341,1677420883647838548,2023-02-26T14:14:43.647838548Z
253,1677420883667960928,2023-02-26T14:14:43.667960928Z
549,1677420883688085579,2023-02-26T14:14:43.688085579Z
844,1677420883708205464,2023-02-26T14:14:43.708205464Z
1130,1677420883728279549,2023-02-26T14:14:43.728279549Z
1404,1677420883748398096,2023-02-26T14:14:43.748398096Z
1673,1677420883768445765,2023-02-26T14:14:43.768445765Z
1931,1677420883788590794,2023-02-26T14:14:43.788590794Z
2175,1677420883808735231,2023-02-26T14:14:43.808735231Z
2402,1677420883828873134,2023-02-26T14:14:43.828873134Z
2618,1677420883848972669,2023-02-26T14:14:43.848972669Z
2820,1677420883869091066,2023-02-26T14:14:43.869091066Z
3005,1677420883889207860,2023-02-26T14:14:43.889207860Z
3173,1677420883909339229,2023-02-26T14:14:43.909339229Z
3321,1677420883929462043,2023-02-26T14:14:43.929462043Z
3454,1677420883949597606,2023-02-26T14:14:43.949597606Z
3570,1677420883969722112,2023-02-26T14:14:43.969722112Z
3669,1677420883989863521,2023-02-26T14:14:43.989863521Z
3750,1677420884009981023,2023-02-26T14:14:44.009981023Z
3813,1677420884030099012,2023-02-26T14:14:44.030099012Z
3858,1677420884050226888,2023-02-26T14:14:44.050226888Z
3886,1677420884070342756,2023-02-26T14:14:44.070342756Z
3895,1677420884090460250,2023-02-26T14:14:44.090460250Z
3888,1677420884110577954,2023-02-26T14:14:44.110577954Z
3862,1677420884130695580,2023-02-26T14:14:44.130695580Z
3819,1677420884150824527,2023-02-26T14:14:44.150824527Z
3758,1677420884170949642,2023-02-26T14:14:44.170949642Z
3678,1677420884191054787,2023-02-26T14:14:44.191054787Z
3581,1677420884211111458,2023-02-26T14:14:44.211111458Z
3468,1677420884231213414,2023-02-26T14:14:44.231213414Z
3339,1677420884251285689,2023-02-26T14:14:44.251285689Z
3194,1677420884271448177,2023-02-26T14:14:44.271448177Z
3030,1677420884291543343,2023-02-26T14:14:44.291543343Z
2849,1677420884311639085,2023-02-26T14:14:44.311639085Z
2653,1677420884331719652,2023-02-26T14:14:44.331719652Z
2443,1677420884351818427,2023-02-26T14:14:44.351818427Z
2221,1677420884371943591,2023-02-26T14:14:44.371943591Z
1984,1677420884392091438,2023-02-26T14:14:44.392091438Z
1735,1677420884412218679,2023-02-26T14:14:44.412218679Z
1474,1677420884432362282,2023-02-26T14:14:44.432362282Z
1206,1677420884452522375,2023-02-26T14:14:44.452522375Z
931,1677420884472652903,2023-02-26T14:14:44.472652903Z
648,1677420884492770511,2023-02-26T14:14:44.492770511Z
362,1677420884512908889,2023-02-26T14:14:44.512908889Z
79,1677420884533025966,2023-02-26T14:14:44.533025966Z
16176,1677420884553144759,2023-02-26T14:14:44.553144759Z
15889,1677420884573265410,2023-02-26T14:14:44.573265410Z
15611,1677420884593382455,2023-02-26T14:14:44.593382455Z
15338,1677420884613499680,2023-02-26T14:14:44.613499680Z
15070,1677420884633617639,2023-02-26T14:14:44.633617639Z
14809,1677420884653736115,2023-02-26T14:14:44.653736115Z
14564,1677420884673853924,2023-02-26T14:14:44.673853924Z
14330,1677420884693977071,2023-02-26T14:14:44.693977071Z
14108,1677420884714095595,2023-02-26T14:14:44.714095595Z
13897,1677420884734213201,2023-02-26T14:14:44.734213201Z
13704,1677420884754330805,2023-02-26T14:14:44.754330805Z
13526,1677420884774380573,2023-02-26T14:14:44.774380573Z
13366,1677420884794472751,2023-02-26T14:14:44.794472751Z
13223,1677420884814575156,2023-02-26T14:14:44.814575156Z
13095,1677420884834719814,2023-02-26T14:14:44.834719814Z
12983,1677420884854859438,2023-02-26T14:14:44.854859438Z
12888,1677420884874974845,2023-02-26T14:14:44.874974845Z
12810,1677420884895086047,2023-02-26T14:14:44.895086047Z
12752,1677420884915217717,2023-02-26T14:14:44.915217717Z
12710,1677420884935231508,2023-02-26T14:14:44.935231508Z
12687,1677420884955381063,2023-02-26T14:14:44.955381063Z
12681,1677420884975509439,2023-02-26T14:14:44.975509439Z
12692,1677420884995597367,2023-02-26T14:14:44.995597367Z
12721,1677420885015737373,2023-02-26T14:14:45.015737373Z
12769,1677420885035853254,2023-02-26T14:14:45.035853254Z
12832,1677420885055970418,2023-02-26T14:14:45.055970418Z
12916,1677420885076088107,2023-02-26T14:14:45.076088107Z
13016,1677420885096206582,2023-02-26T14:14:45.096206582Z
13131,1677420885116323818,2023-02-26T14:14:45.116323818Z
13263,1677420885136442105,2023-02-26T14:14:45.136442105Z
13410,1677420885156558243,2023-02-26T14:14:45.156558243Z
13573,1677420885176681182,2023-02-26T14:14:45.176681182Z
13754,1677420885196795698,2023-02-26T14:14:45.196795698Z
13949,1677420885216918905,2023-02-26T14:14:45.216918905Z
14159,1677420885237045343,2023-02-26T14:14:45.237045343Z
14380,1677420885257173638,2023-02-26T14:14:45.257173638Z
14611,1677420885277221734,2023-02-26T14:14:45.277221734Z
14855,1677420885297317341,2023-02-26T14:14:45.297317341Z
15110,1677420885317434102,2023-02-26T14:14:45.317434102Z
15371,1677420885337574324,2023-02-26T14:14:45.337574324Z
15636,1677420885357708583,2023-02-26T14:14:45.357708583Z
15907,1677420885377826837,2023-02-26T14:14:45.377826837Z
16184,1677420885397943260,2023-02-26T14:14:45.397943260Z
73,1677420885418062087,2023-02-26T14:14:45.418062087Z
344,1677420885438216085,2023-02-26T14:14:45.438216085Z
616,1677420885458369514,2023-02-26T14:14:45.458369514Z
885,1677420885478500872,2023-02-26T14:14:45.478500872Z
1144,1677420885498630018,2023-02-26T14:14:45.498630018Z
1392,1677420885518762304,2023-02-26T14:14:45.518762304Z
1634,1677420885538862992,2023-02-26T14:14:45.538862992Z
1868,1677420885559010461,2023-02-26T14:14:45.559010461Z
2086,1677420885579061566,2023-02-26T14:14:45.579061566Z
2290,1677420885599187039,2023-02-26T14:14:45.599187039Z
2479,1677420885619306455,2023-02-26T14:14:45.619306455Z
2656,1677420885639428749,2023-02-26T14:14:45.639428749Z
2818,1677420885659541254,2023-02-26T14:14:45.659541254Z
2963,1677420885679662143,2023-02-26T14:14:45.679662143Z
3092,1677420885699784312,2023-02-26T14:14:45.699784312Z
3204,1677420885719904560,2023-02-26T14:14:45.719904560Z
3299,1677420885740021515,2023-02-26T14:14:45.740021515Z
3376,1677420885760140481,2023-02-26T14:14:45.760140481Z
3436,1677420885780261579,2023-02-26T14:14:45.780261579Z
3479,1677420885800391304,2023-02-26T14:14:45.800391304Z
3505,1677420885820513962,2023-02-26T14:14:45.820513962Z
3513,1677420885840649090,2023-02-26T14:14:45.840649090Z
3505,1677420885860770408,2023-02-26T14:14:45.860770408Z
3479,1677420885880891900,2023-02-26T14:14:45.880891900Z
3436,1677420885901008694,2023-02-26T14:14:45.901008694Z
3376,1677420885921128961,2023-02-26T14:14:45.921128961Z
3300,1677420885941274099,2023-02-26T14:14:45.941274099Z
3206,1677420885961430766,2023-02-26T14:14:45.961430766Z
3094,1677420885981556696,2023-02-26T14:14:45.981556696Z
2967,1677420886001680549,2023-02-26T14:14:46.001680549Z
2822,1677420886021817799,2023-02-26T14:14:46.021817799Z
2663,1677420886041942061,2023-02-26T14:14:46.041942061Z
2488,1677420886062059901,2023-02-26T14:14:46.062059901Z
2302,1677420886082179071,2023-02-26T14:14:46.082179071Z
2101,1677420886102296245,2023-02-26T14:14:46.102296245Z
1887,1677420886122413425,2023-02-26T14:14:46.122413425Z
1661,1677420886142545222,2023-02-26T14:14:46.142545222Z
1424,1677420886162663607,2023-02-26T14:14:46.162663607Z
1182,1677420886182744132,2023-02-26T14:14:46.182744132Z
930,1677420886202863012,2023-02-26T14:14:46.202863012Z
673,1677420886223020400,2023-02-26T14:14:46.223020400Z
410,1677420886243139985,2023-02-26T14:14:46.243139985Z
148,1677420886263259761,2023-02-26T14:14:46.263259761Z
16269,1677420886283310136,2023-02-26T14:14:46.283310136Z
16006,1677420886303440766,2023-02-26T14:14:46.303440766Z
15745,1677420886323562753,2023-02-26T14:14:46.323562753Z
15493,1677420886343697784,2023-02-26T14:14:46.343697784Z
15245,1677420886363812938,2023-02-26T14:14:46.363812938Z
15005,1677420886383934157,2023-02-26T14:14:46.383934157Z
14771,1677420886404052946,2023-02-26T14:14:46.404052946Z
14554,1677420886424167358,2023-02-26T14:14:46.424167358Z
14346,1677420886444316965,2023-02-26T14:14:46.444316965Z
14152,1677420886464470283,2023-02-26T14:14:46.464470283Z
13969,1677420886484600170,2023-02-26T14:14:46.484600170Z
13800,1677420886504719787,2023-02-26T14:14:46.504719787Z
13648,1677420886524858303,2023-02-26T14:14:46.524858303Z
13513,1677420886544977558,2023-02-26T14:14:46.544977558Z
