Sample set for CW rotation start at Horizontal plane
Position, Epoch time ns, ISO8601
12281,1679415259846380970,2023-03-21T16:14:19.846380970Z
12280,1679415259878400859,2023-03-21T16:14:19.878400859Z
12281,1679415259894412978,2023-03-21T16:14:19.894412978Z
12280,1679415259910327395,2023-03-21T16:14:19.910327395Z
12280,1679415259926305729,2023-03-21T16:14:19.926305729Z
12280,1679415259946235570,2023-03-21T16:14:19.946235570Z
12315,1679415259966363254,2023-03-21T16:14:19.966363254Z
12357,1679415259986502751,2023-03-21T16:14:19.986502751Z
12415,1679415260006626132,2023-03-21T16:14:20.006626132Z
12491,1679415260026746157,2023-03-21T16:14:20.026746157Z
12584,1679415260046861968,2023-03-21T16:14:20.046861968Z
12695,1679415260066950703,2023-03-21T16:14:20.066950703Z
12825,1679415260087069235,2023-03-21T16:14:20.087069235Z
12974,1679415260107187394,2023-03-21T16:14:20.107187394Z
13137,1679415260127307488,2023-03-21T16:14:20.127307488Z
13316,1679415260147424930,2023-03-21T16:14:20.147424930Z
13511,1679415260167446144,2023-03-21T16:14:20.167446144Z
13721,1679415260187536262,2023-03-21T16:14:20.187536262Z
13948,1679415260207643647,2023-03-21T16:14:20.207643647Z
14190,1679415260227787582,2023-03-21T16:14:20.227787582Z
14440,1679415260247901922,2023-03-21T16:14:20.247901922Z
14704,1679415260268017503,2023-03-21T16:14:20.268017503Z
14979,1679415260288129906,2023-03-21T16:14:20.288129906Z
15263,1679415260308250500,2023-03-21T16:14:20.308250500Z
15553,1679415260328378823,2023-03-21T16:14:20.328378823Z
15845,1679415260348504404,2023-03-21T16:14:20.348504404Z
16145,1679415260368568208,2023-03-21T16:14:20.368568208Z
59,1679415260388754410,2023-03-21T16:14:20.388754410Z
354,1679415260408877070,2023-03-21T16:14:20.408877070Z
649,1679415260429004254,2023-03-21T16:14:20.429004254Z
942,1679415260449146243,2023-03-21T16:14:20.449146243Z
1221,1679415260469261967,2023-03-21T16:14:20.469261967Z
1493,1679415260489388514,2023-03-21T16:14:20.489388514Z
1761,1679415260509525374,2023-03-21T16:14:20.509525374Z
2013,1679415260529674805,2023-03-21T16:14:20.529674805Z
2253,1679415260549873597,2023-03-21T16:14:20.549873597Z
2475,1679415260569865759,2023-03-21T16:14:20.569865759Z
2684,1679415260589940921,2023-03-21T16:14:20.589940921Z
2879,1679415260610022294,2023-03-21T16:14:20.610022294Z
3058,1679415260630171045,2023-03-21T16:14:20.630171045Z
3220,1679415260650261948,2023-03-21T16:14:20.650261948Z
3362,1679415260670271177,2023-03-21T16:14:20.670271177Z
3489,1679415260690347423,2023-03-21T16:14:20.690347423Z
3597,1679415260710421952,2023-03-21T16:14:20.710421952Z
3690,1679415260730499326,2023-03-21T16:14:20.730499326Z
